start;end;corpus;sent_id;left;node;right;node_sentences;pref;suff;morphind;root;root_pos;affix;schema;clause_type;subordinate_clause_type;frame;syntactic_transitivity;dobj_syntax;dobj_role;dobj_animacy;dobj_concreteness;recipient_animacy;recipient_pronominality;recipient_syntax;agent_encoded;theme_encoded;recipient_encoded;notes;agent_pronominality;agent_animacy
145;155;ind_news_2011_300K;80755;Sementara saksi lainnya, yakni Anton Wijaya mengatakan bahwa dirinya merupakan salah satu orang yang menitipkan sejumlah uang kepada Randy untuk;dibelikan;iPad.;Sementara saksi lainnya, yakni Anton Wijaya mengatakan bahwa dirinya merupakan salah satu orang yang menitipkan sejumlah uang kepada Randy untuk<m>dibelikan</m>iPad.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
73;83;ind_web_2012_1M;439617;Sewaktu kecil, kalau ada bakul makanan lewat, kami sering merengek minta;dibelikan;jajan.;Sewaktu kecil, kalau ada bakul makanan lewat, kami sering merengek minta<m>dibelikan</m>jajan.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
17;27;ind_newscrawl_2016_1M;197245;“Di Man-tos saya;dibelikan;jaket dan handphone CDMA dan nomor perdana.;“Di Man-tos saya<m>dibelikan</m>jaket dan handphone CDMA dan nomor perdana.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;pronoun;subj;FALSE;TRUE;TRUE;;;
36;46;ind-id_web_2013_1M;327234;Ibunya mulai keki dan malu akhirnya;dibelikan;juga balon itu, toh harganya murah juga.;Ibunya mulai keki dan malu akhirnya<m>dibelikan</m>juga balon itu, toh harganya murah juga.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;main;;;monotransitive;np;theme;;;animate;possessor suffix;SUBJ_MATRIX_POSSESSOR;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
75;85;ind_newscrawl_2011_1M;968835;Di sana, dompet dan kartu identitas Suwarti dibuang, sedangkan uang korban;dibelikan;kalung emas dan busana muslim buat istrinya.;Di sana, dompet dan kartu identitas Suwarti dibuang, sedangkan uang korban<m>dibelikan</m>kalung emas dan busana muslim buat istrinya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;animate;np;pp-dative_buat;FALSE;TRUE;TRUE;;;
78;88;ind_newscrawl_2011_1M;240782;Tapi kenyataannya, setelah dana 2010 itu cair, 3 Januari 2011, uang itu tidak;dibelikan;kambing dan pembuatan kandang sesuai dengan peruntukkannya.;Tapi kenyataannya, setelah dana 2010 itu cair, 3 Januari 2011, uang itu tidak<m>dibelikan</m>kambing dan pembuatan kandang sesuai dengan peruntukkannya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;animate;concrete;;;;FALSE;TRUE;FALSE;;;
102;112;ind-id_web_2013_1M;766886;Sayangnya, karena perekonomian saya berada sedikit di atas garis kemiskinan, saya tidak tega menuntut;dibelikan;kamera oleh orangtua.;Sayangnya, karena perekonomian saya berada sedikit di atas garis kemiskinan, saya tidak tega menuntut<m>dibelikan</m>kamera oleh orangtua.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_menuntut;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;TRUE;TRUE;TRUE;oblique_agent;;
41;51;ind_news_2011_300K;42939;"""Justru saya yang berpesan sama Ibu agar";dibelikan;"kamus Bahasa Inggris dan pensil warna,"" katanya dengan nada sedih.";"""Justru saya yang berpesan sama Ibu agar<m>dibelikan</m>kamus Bahasa Inggris dan pensil warna,"" katanya dengan nada sedih.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;adverbial;request_(ber)pesan;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
16;26;ind_web_2012_1M;705536;Jadi boleh saja;dibelikan;karpet untuk Musholla perusahaan.;Jadi boleh saja<m>dibelikan</m>karpet untuk Musholla perusahaan.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_???;main;;;monotransitive;np;theme;;;;;PP_untuk;FALSE;TRUE;TRUE;;;
19;29;ind_web_2012_1M;173099;Mulai dari menitip;dibelikan;ke orang lain, hingga memberikan uang sebagai kado.;Mulai dari menitip<m>dibelikan</m>ke orang lain, hingga memberikan uang sebagai kado.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;subordinate;verb_complement;;;NA;NA;;;;;;;;;;;
93;103;ind_news_2012_300K;34370;Selama tujuh tahun menjabat Walikota Solo, gaji yang diterima Jokowi diambil oleh staf untuk;dibelikan;kebutuhan pokok dan dibagikan kepada warga miskin.;Selama tujuh tahun menjabat Walikota Solo, gaji yang diterima Jokowi diambil oleh staf untuk<m>dibelikan</m>kebutuhan pokok dan dibagikan kepada warga miskin.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
33;43;ind_newscrawl_2011_1M;814499;”Uang arisan itu rencananya akan;dibelikan;kebutuhan sembako, dan akan diberikan menjelang Lebaran,” keluh Tuminah.;”Uang arisan itu rencananya akan<m>dibelikan</m>kebutuhan sembako, dan akan diberikan menjelang Lebaran,” keluh Tuminah.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
25;35;ind_newscrawl_2012_1M;868450;Kabarnya, rumah tersebut;dibelikan;kekasih Rossa yang berprofesi sebagai dokter.;Kabarnya, rumah tersebut<m>dibelikan</m>kekasih Rossa yang berprofesi sebagai dokter.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;main;;;monotransitive;np;agent;;;;;;TRUE;TRUE;FALSE;core-non-pp_agent;;
29;39;ind_newscrawl_2011_1M;435587;Sebuah angka besar yang jika;dibelikan;kerupuk tidak akan tertampung di gudang Dolog Jaya di Kelapa Gading, Jakarta Utara.;Sebuah angka besar yang jika<m>dibelikan</m>kerupuk tidak akan tertampung di gudang Dolog Jaya di Kelapa Gading, Jakarta Utara.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;relative_clause;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
24;34;ind_newscrawl_2011_1M;535044;Uang sewa dari buku itu;dibelikan;lagi buku untuk menambah jumlah buku persewaan.;Uang sewa dari buku itu<m>dibelikan</m>lagi buku untuk menambah jumlah buku persewaan.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
89;99;ind_newscrawl_2011_1M;774608;Untuk sarana dan prasarana pembuatan di kecamatan nanti, kata Bambang, peralatannya akan;dibelikan;langsung oleh Pemerintah Pusat.;Untuk sarana dan prasarana pembuatan di kecamatan nanti, kata Bambang, peralatannya akan<m>dibelikan</m>langsung oleh Pemerintah Pusat.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;main;;;intransitive;oblique_oleh;NA;;;;;;TRUE;TRUE;FALSE;oblique_agent;;
48;58;ind_newscrawl_2012_1M;712106;Sudah lama Gendhuk Nicole nggerenggenteng minta;dibelikan;laptop, tapi Jon Koplo, ayahnya, masih menunggu timing yang tepat.;Sudah lama Gendhuk Nicole nggerenggenteng minta<m>dibelikan</m>laptop, tapi Jon Koplo, ayahnya, masih menunggu timing yang tepat.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;proper-name;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
28;38;ind_newscrawl_2015_300K;103862;Iqbal sering merengek minta;dibelikan;macam-macam.;Iqbal sering merengek minta<m>dibelikan</m>macam-macam.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;proper-name;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
35;45;ind-id_web_2013_1M;247970;Disimpulkan, alokasi anggaran akan;dibelikan;main battle tank (MBT), rudal anti pesawat dan peluncur roket multilaras.;Disimpulkan, alokasi anggaran akan<m>dibelikan</m>main battle tank (MBT), rudal anti pesawat dan peluncur roket multilaras.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
7;17;ind_web_2012_1M;306649;Ketika;dibelikan;mainan kesukaannya, atau sekedar mendengar ibu mendongeng hendak tidur.;Ketika<m>dibelikan</m>mainan kesukaannya, atau sekedar mendengar ibu mendongeng hendak tidur.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;subordinate;adverbial;;;np;theme;;;;;;;;;;;
18;28;ind-id_web_2013_1M;321075;Ia lantas meminta;dibelikan;mainan mobil dan sepeda motor.;Ia lantas meminta<m>dibelikan</m>mainan mobil dan sepeda motor.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
59;69;ind_newscrawl_2012_1M;14395;Apalagi, terkadang Eko yang merupakan anak tertua, meminta;dibelikan;makanan dari pedagang yang melintas di depan rumah.;Apalagi, terkadang Eko yang merupakan anak tertua, meminta<m>dibelikan</m>makanan dari pedagang yang melintas di depan rumah.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;proper-name;SUBJ_MATRIX;FALSE;TRUE;TRUE;"recipient_in_different_clause; seller/source_encoded";;
15;25;ind_newscrawl_2011_1M;965707;Ia mengatakan,;dibelikan;mobil Hummer warna putih seharga Rp 2 miliar oleh istri tercintanya.;Ia mengatakan,<m>dibelikan</m>mobil Hummer warna putih seharga Rp 2 miliar oleh istri tercintanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;complement_clause;;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;TRUE;TRUE;TRUE;"recipient_in_different_clause; oblique_agent";;
33;43;ind_newscrawl_2011_1M;318601;Penyanyi bermata sendu ini ingin;dibelikan;mobil mewah.;Penyanyi bermata sendu ini ingin<m>dibelikan</m>mobil mewah.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;desiring_ingin;monotransitive;np;theme;;;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
75;85;ind_newscrawl_2011_1M;248134;Sementara, hasil yang didapatkan dari Penghargaan ini, lanjut bupati, akan;dibelikan;motor angkutan sampah.;Sementara, hasil yang didapatkan dari Penghargaan ini, lanjut bupati, akan<m>dibelikan</m>motor angkutan sampah.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
107;117;ind_web_2012_1M;102366;Cerita ini sangat menginspirasi Saya dalam menjaga tubuh Saya setiap saat : Ada seorang Anak SMA baru saja;dibelikan;motor baru oleh Orang Tuanya.;Cerita ini sangat menginspirasi Saya dalam menjaga tubuh Saya setiap saat : Ada seorang Anak SMA baru saja<m>dibelikan</m>motor baru oleh Orang Tuanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;np;subj;TRUE;TRUE;TRUE;oblique_agent;;
82;92;ind_newscrawl_2011_1M;635148;Selain kemungkinan karena pelaku stress, ada dugaan ia marah akibat permintaannya;dibelikan;motor, belum dikabulkan orang tuanya.;Selain kemungkinan karena pelaku stress, ada dugaan ia marah akibat permintaannya<m>dibelikan</m>motor, belum dikabulkan orang tuanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;subordinate;noun_complement;;;np;theme;;;;;;;;;;;
16;26;ind_newscrawl_2016_1M;76223;Batik-batik itu;dibelikan;oleh sang istri.;Batik-batik itu<m>dibelikan</m>oleh sang istri.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;main;;;intransitive;oblique_oleh;NA;;;;;;TRUE;TRUE;FALSE;oblique_agent;;
93;103;ind_newscrawl_2011_1M;857190;Di hadapan penyidik, HMD mengatakan ingin memiliki motor sendiri untuk sekolah, tetapi tidak;dibelikan;orangtuanya.;Di hadapan penyidik, HMD mengatakan ingin memiliki motor sendiri untuk sekolah, tetapi tidak<m>dibelikan</m>orangtuanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;agent;;;animate;proper-name;subj;TRUE;TRUE;TRUE;core-non-pp_agent;;
24;34;ind_newscrawl_2016_1M;196499;Di mana sang anak minta;dibelikan;per-lengkapan dance Korea.;Di mana sang anak minta<m>dibelikan</m>per-lengkapan dance Korea.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;;;
27;37;ind_web_2012_1M;19904;Uang itu, kata Yusuf, akan;dibelikan;perhiasan untuk istri si penculik.;Uang itu, kata Yusuf, akan<m>dibelikan</m>perhiasan untuk istri si penculik.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;animate;np;pp_untuk;FALSE;TRUE;TRUE;;;
52;62;ind-id_web_2013_1M;570594;Misalnya, dengan uangRp 500 rupiah, lebih baik anak;dibelikan;pisang dari pada snack jajanan anak-anak.;Misalnya, dengan uangRp 500 rupiah, lebih baik anak<m>dibelikan</m>pisang dari pada snack jajanan anak-anak.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;np;subj;FALSE;TRUE;TRUE;money_encoded;;
88;98;ind-id_web_2013_1M;156933;Contoh untuk menerangkan tentang IMAN: Seorang anak kecil meminta kepada papa nya untuk;dibelikan;Pizza, ketika papanya pulang ia menjawab besok papa beliin, karena hari ini sudah malam.;Contoh untuk menerangkan tentang IMAN: Seorang anak kecil meminta kepada papa nya untuk<m>dibelikan</m>Pizza, ketika papanya pulang ia menjawab besok papa beliin, karena hari ini sudah malam.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
155;165;ind_newscrawl_2012_1M;987849;Suara-suara aneh yang ia dengar dari rumah Satimah, tak sempat ia pikirkan lama, karena suaminya yang tadi tengah berada di ruangan lain, memintanya untuk;dibelikan;rokok ke warung.;Suara-suara aneh yang ia dengar dari rumah Satimah, tak sempat ia pikirkan lama, karena suaminya yang tadi tengah berada di ruangan lain, memintanya untuk<m>dibelikan</m>rokok ke warung.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;"agent_and_recipient_in_different_clause; seller/source_encoded";;
15;25;ind_newscrawl_2015_300K;149190;Lalu dia minta;dibelikan;roti dan minuman di sebuah Alfamart di Singaparna.;Lalu dia minta<m>dibelikan</m>roti dan minuman di sebuah Alfamart di Singaparna.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;"recipient_in_different_clause; seller/source_encoded";;
19;29;ind_newscrawl_2016_1M;216310;Donwori juga minta;dibelikan;ruko di kawasan Bratang untuk bisnis sablonnya.;Donwori juga minta<m>dibelikan</m>ruko di kawasan Bratang untuk bisnis sablonnya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;proper-name;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
48;58;ind_newscrawl_2011_1M;335227;Bahkan sebagian hasil uang tersebut, kini telah;dibelikan;rumah dan kendaraan di Palembang dan Jakarta.;Bahkan sebagian hasil uang tersebut, kini telah<m>dibelikan</m>rumah dan kendaraan di Palembang dan Jakarta.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
79;89;ind_newscrawl_2016_1M;278887;Ia mengadukan tindakan Vecky yang berniat mencabulinya dengan iming-iming akan;dibelikan;rumah dan mobil.;Ia mengadukan tindakan Vecky yang berniat mencabulinya dengan iming-iming akan<m>dibelikan</m>rumah dan mobil.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;adverbial;;monotransitive;np;theme;;;animate;pronoun;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
20;30;ind_newscrawl_2016_1M;732938;Salah satunya yakni;dibelikan;rumah mewah dan dua mobil.;Salah satunya yakni<m>dibelikan</m>rumah mewah dan dua mobil.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_???;main;;;;np;theme;;;;;;;;;;;
68;78;ind_newscrawl_2016_1M;199694;Di persidangan, Heri Tantan mengakui uang sebesar Rp 3,1 miliar itu;dibelikan;rumah mewah di Cukang Kawung, Kelurahan Cibeunying Kaler, Kota Bandung.;Di persidangan, Heri Tantan mengakui uang sebesar Rp 3,1 miliar itu<m>dibelikan</m>rumah mewah di Cukang Kawung, Kelurahan Cibeunying Kaler, Kota Bandung.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;complement_clause;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
53;63;ind_newscrawl_2016_1M;168988;Dia juga enggan berkomentar soal kabar bahwa dirinya;dibelikan;rumah oleh Tukul.;Dia juga enggan berkomentar soal kabar bahwa dirinya<m>dibelikan</m>rumah oleh Tukul.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;complement_clause;;monotransitive;np;theme;;;animate;pronoun;subj;TRUE;TRUE;TRUE;oblique_agent;;
24;34;ind_newscrawl_2016_1M;388010;Kan ke-13 anaknya sudah;dibelikan;rumah semuanya.;Kan ke-13 anaknya sudah<m>dibelikan</m>rumah semuanya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;np;subj;TRUE;TRUE;TRUE;agent_as_subject_possessor;;
147;157;ind_news_2009_300K;131308;Menurut dia, pelaku menjanjikan gaji satu minggu Rp1 juta, namun setelah seminggu kedua adik iparnya tidak diperbolehkan pulang dengan alasan akan;dibelikan;rumah tinggal dan handphone.;Menurut dia, pelaku menjanjikan gaji satu minggu Rp1 juta, namun setelah seminggu kedua adik iparnya tidak diperbolehkan pulang dengan alasan akan<m>dibelikan</m>rumah tinggal dan handphone.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;adverbial;;monotransitive;np;theme;;;animate;np;SUBJ_MAIN;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
93;103;ind_newscrawl_2011_1M;370980;Setelah ketagihan, uang dari penjualan kayu bakar tak sempat diberikan keluarganya melainkan;dibelikan;sabu ke Joko.;Setelah ketagihan, uang dari penjualan kayu bakar tak sempat diberikan keluarganya melainkan<m>dibelikan</m>sabu ke Joko.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
37;47;ind_news_2011_300K;122909;"""Kalau dana pengganti sapi itu harus";dibelikan;"sapi, lantas mau ditaruh di mana, kami sudah tidak memiliki rumah dan kampung juga mustahil bisa dibangun lagi karena sudah jadi jalur lahar, pemerintah seharusnya mengerti dengan kondisi kami ini,"" katanya.";"""Kalau dana pengganti sapi itu harus<m>dibelikan</m>sapi, lantas mau ditaruh di mana, kami sudah tidak memiliki rumah dan kampung juga mustahil bisa dibangun lagi karena sudah jadi jalur lahar, pemerintah seharusnya mengerti dengan kondisi kami ini,"" katanya.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;subordinate;adverbial;;monotransitive;np;theme;animate;concrete;;;;FALSE;TRUE;FALSE;;;
101;111;ind_newscrawl_2011_1M;90618;Setelah satu minggu berada di Medan, dirinya kembali pulang ke Padang Tujuh dan uang hasil curiannya;dibelikan;satu unit mobil bernomor polisi BA 2056 Q. Kapolres Pasbar, AKBP Sus Edy Tavip kepada wartawan membenarkan atas penangkapan tersangka.;Setelah satu minggu berada di Medan, dirinya kembali pulang ke Padang Tujuh dan uang hasil curiannya<m>dibelikan</m>satu unit mobil bernomor polisi BA 2056 Q. Kapolres Pasbar, AKBP Sus Edy Tavip kepada wartawan membenarkan atas penangkapan tersangka.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
70;80;ind_newscrawl_2012_1M;273735;Selain dibelikan jaket, di pu-sat perbelanjaan tersebut Ineng mengaku;dibelikan;sebuah handphone CDMA dan sebuah nomor perdana untuk meng-ganti hp Nokia miliknya.;Selain dibelikan jaket, di pu-sat perbelanjaan tersebut Ineng mengaku<m>dibelikan</m>sebuah handphone CDMA dan sebuah nomor perdana untuk meng-ganti hp Nokia miliknya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;reveal-secret_mengaku;monotransitive;np;theme;;;animate;proper-name;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
90;100;ind_news_2011_300K;223545;"""Nanti hasil penjualan raskin itu kami sampaikan dalam rapat berapa uang didapat kemudian";dibelikan;"sejumlah keperluan desa Aur Ringit,"" ujarnya.";"""Nanti hasil penjualan raskin itu kami sampaikan dalam rapat berapa uang didapat kemudian<m>dibelikan</m>sejumlah keperluan desa Aur Ringit,"" ujarnya.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
36;46;ind_newscrawl_2012_1M;399130;Sebagian uang hasil penipuan, telah;dibelikan;sejumlah perhiasan yang disita polisi bersama barang bukti lain, diantaranya beberapa telepon genggam, KTP palsu, serta puluhan atm dari sejumlah bank.;Sebagian uang hasil penipuan, telah<m>dibelikan</m>sejumlah perhiasan yang disita polisi bersama barang bukti lain, diantaranya beberapa telepon genggam, KTP palsu, serta puluhan atm dari sejumlah bank.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
88;98;ind_web_2011_300K;224208;Bahkan hasil yang berlebih itu sempat pula dibawa oleh cantrik untuk dijual dan uangnya;dibelikan;sejumput garam sebagai penyedap rasa agar makanan tidak terasa hambar.;Bahkan hasil yang berlebih itu sempat pula dibawa oleh cantrik untuk dijual dan uangnya<m>dibelikan</m>sejumput garam sebagai penyedap rasa agar makanan tidak terasa hambar.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
133;143;ind_newscrawl_2016_1M;23291;Aku iki asline mangkel (itu aslinya marah, Red)sama Mas Donwori karena aku ingin motor matic itu dari sebelum lebaran, tapi kok baru;dibelikan;sekarang,” kata Sephia.;Aku iki asline mangkel (itu aslinya marah, Red)sama Mas Donwori karena aku ingin motor matic itu dari sebelum lebaran, tapi kok baru<m>dibelikan</m>sekarang,” kata Sephia.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_th?;main;;;intransitive;NA;NA;;;animate;pronoun;SUBJ_MAIN;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
75;85;ind_news_2010_300K;150709;Untuk keranjang parsel juga beli sendiri, kecuali siswa kelas 1 dan 2 yang;dibelikan;"sekolah,"" ucapnya menjelaskan.";"Untuk keranjang parsel juga beli sendiri, kecuali siswa kelas 1 dan 2 yang<m>dibelikan</m>sekolah,"" ucapnya menjelaskan.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;relative_clause;;monotransitive;np;agent;;;animate;np;SUBJ_RELATIVE;TRUE;TRUE;TRUE;"theme_in_different_clause; core-non-pp_agent";;
24;34;ind_newscrawl_2011_1M;23935;Setelah di-gituin, saya;dibelikan;semangkuk mi ayam,” terangnya kepada Surya, Jumat (28/5).;Setelah di-gituin, saya<m>dibelikan</m>semangkuk mi ayam,” terangnya kepada Surya, Jumat (28/5).;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;pronoun;subj;FALSE;TRUE;TRUE;;;
38;48;ind_news_2011_300K;224188;Dana tersebut, kata Andi, selanjutnya;dibelikan;senjata api dan amunisi seharga Rp325 juta.;Dana tersebut, kata Andi, selanjutnya<m>dibelikan</m>senjata api dan amunisi seharga Rp325 juta.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
32;42;ind_newscrawl_2012_1M;27943;Selebihnya, uang yang ia miliki;dibelikan;sepasang baju tidur bercorak batik yang juga diimpikan ibu.;Selebihnya, uang yang ia miliki<m>dibelikan</m>sepasang baju tidur bercorak batik yang juga diimpikan ibu.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;TRUE;TRUE;FALSE;agent_in_different_clause;;
105;115;ind_web_2012_1M;96947;Hari-hari Busu yang terbiasa menghabiskan hari dengan tidur sampai siang, terganggu saat anaknya meminta;dibelikan;sepatu baru.;Hari-hari Busu yang terbiasa menghabiskan hari dengan tidur sampai siang, terganggu saat anaknya meminta<m>dibelikan</m>sepatu baru.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;inanimate;concrete;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
